Round,Home Team,Away Team,Home Score,Away Score
3,VB,FCN,3,1
3,RFC,FCK,2,2
3,BIF,EFB,2,0
3,ACH,HBK,1,0
3,AGF,OB,1,2
3,FCM,SIF,0,0
