Round,Home Team,Away Team,Home Score,Away Score
13,EFB,VB,4,0
13,HBK,FCK,1,0
13,OB,FCN,2,1
13,SIF,RFC,2,0
13,FCM,BIF,1,2
13,AGF,ACH,1,0
