Round,Home Team,Away Team,Home Score,Away Score
14,SIF,VB,2,2
14,FCM,OB,0,0
14,AGF,HBK,1,0
14,ACH,EFB,0,1
14,BIF,FCK,1,0
14,RFC,FCN,2,1
