Round,Home Team,Away Team,Home Score,Away Score
20,FCN,VB,1,0
20,FCK,RFC,2,0
20,EFB,BIF,0,1
20,HBK,ACH,0,2
20,OB,AGF,1,1
20,SIF,FCM,1,2
