Round,Home Team,Away Team,Home Score,Away Score
2,VB,OB,1,0
2,HBK,SIF,2,2
2,EFB,FCM,1,3
2,FCK,AGF,0,2
2,FCN,ACH,1,1
2,RFC,BIF,0,2
