Round,Home Team,Away Team,Home Score,Away Score
8,EFB,FCK,1,1
8,VB,AGF,1,2
8,FCM,ACH,0,1
8,SIF,BIF,1,0
8,OB,RFC,2,0
8,HBK,FCN,2,1
