Round,Home Team,Away Team,Home Score,Away Score
21,RFC,VB,1,1
21,FCN,BIF,2,0
21,FCK,ACH,1,0
21,EFB,AGF,0,2
21,HBK,FCM,0,1
21,OB,SIF,1,1
